revisited,avg_avg_bitrate,avg_buffer_ratio,avg_buffer_underruns,avg_playtime,avg_startup_time,avg_bitrate,bufferRatio,buffer_underruns,playtime,startup_time,betterBitrate,betterBufferRatio,betterBufferUnderruns,betterPlayTime,betterStartupTime,visitsSameDay
0,1.5977331791044769,24.76945731873996,1.328358208955223,34.040796019900476,11.843671641791044,3.45129,0.0,0.0,0.3333333333333333,1.093,1.0,0.0,0.0,0.0,1.0,3
0,0.23338923076923082,0.0,0.0,15.163782051282055,2.5940384615384624,0.0,0.0,0.0,1.85,1.929,0.0,0.0,0.0,0.0,1.0,2
0,1.0204492957746478,6.943831031542939,0.1830985915492958,37.75586854460095,2.558112676056337,3.38667,0.0,0.0,129.2,0.777,1.0,0.0,0.0,0.0,0.0,3
0,0.2962271532846714,1.4349296777639309,0.0072992700729927005,7.352554744525546,3.6175182481751835,0.0,0.0,0.0,0.3,4.955,0.0,0.0,0.0,0.0,0.0,2
0,1.0747232089552232,16.218433701468772,0.7425373134328356,31.326181592039795,3.264820895522382,1.60287,0.0,0.0,11.966666666666667,0.908,1.0,0.0,0.0,0.0,0.0,4
0,1.4752246250000003,0.46085410132154303,0.15625,17.295833333333327,2.6807499999999997,1.6299,0.0,0.0,149.65,3.326,1.0,0.0,0.0,1.0,0.0,7
0,0.0,2.5334810161553265,0.5217391304347829,6.8778985507246375,3.694478260869565,0.0,40.01367781155015,10.0,10.966666666666667,4.938,0.0,0.0,0.0,1.0,1.0,0
0,0.0,24.999338425453313,7.5810810810810825,24.71328828828828,1.6066756756756762,0.0,0.0,0.0,1.0333333333333334,1.447,0.0,0.0,0.0,0.0,0.0,0
0,2.2154149523809523,0.0,0.0,49.13730158730161,4.043952380952382,3.26862,0.0,0.0,47.18333333333333,3.836,0.0,0.0,0.0,1.0,1.0,2
0,0.3893146376811594,0.2122571523465309,0.10144927536231883,10.565458937198072,3.046521739130436,0.0,0.0,0.0,0.5333333333333333,2.061,0.0,0.0,0.0,0.0,1.0,1
0,5.5379003161764695,4.004039281832138,0.8602941176470585,31.376838235294137,3.0092573529411766,3.49361,0.0,0.0,40.65,3.154,0.0,0.0,0.0,1.0,0.0,3
0,0.2191771838842976,0.41219272222593367,0.030991735537190077,15.53908402203857,2.277940082644625,0.0,0.0,0.0,20.883333333333333,1.571,0.0,0.0,0.0,1.0,1.0,9
0,0.5775940606060604,7.858448976564035,0.030303030303030276,18.904882154882152,2.735848484848485,0.0,0.0,0.0,2.433333333333333,2.026,0.0,0.0,0.0,1.0,1.0,1
0,7.08508737430167,0.4847133801950636,0.05027932960893855,46.183054003724365,3.1644692737430167,12.731,0.0,0.0,51.7,2.352,1.0,1.0,1.0,0.0,0.0,4
0,0.0,10.482353294853295,0.25,14.830555555555556,3.101333333333333,0.0,0.0,0.0,7.266666666666667,4.894,0.0,0.0,0.0,1.0,0.0,0
0,8.6689358,0.0,0.0,61.030333333333346,4.506319999999999,11.568,0.0,0.0,75.3,1.954,1.0,0.0,0.0,1.0,0.0,2
0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1.7779382600000002,2.7577731555644465,0.7000000000000002,35.935500000000005,5.158019999999997,1.62745,0.0,0.0,127.51666666666667,17.209,0.0,0.0,0.0,1.0,0.0,1
0,0.0,3.694276798500593,0.05474452554744526,24.917335766423367,3.233770072992701,0.0,0.0,0.0,48.55,3.454,0.0,0.0,0.0,1.0,0.0,0
0,1.991569291479821,4.079490066084474,0.2286995515695067,47.54020926756349,3.025358744394621,1.6244,0.0,0.0,41.083333333333336,1.477,0.0,0.0,0.0,1.0,1.0,0
0,1.5864015857664255,107.42135818117119,7.95985401459854,31.682785888077866,4.860441605839417,2.33515,16.09375,1.0,7.466666666666667,2.552,1.0,1.0,1.0,0.0,1.0,18
0,2.2744681250000003,0.34964179233195347,0.3125,27.511458333333334,2.51925,3.49986,0.21973684210526315,2.0,101.33333333333333,3.174,1.0,0.0,0.0,1.0,0.0,3
0,1.4269165952380956,6.10929047557511,0.40476190476190477,30.321825396825396,3.9635714285714316,1.23502,0.0,0.0,2.1333333333333333,3.607,0.0,0.0,0.0,0.0,1.0,0
0,1.69364,0.0,0.0,105.38333333333334,4.45,1.69364,0.0,0.0,105.38333333333334,4.45,0.0,0.0,0.0,0.0,0.0,0
