revisited,avg_avg_bitrate,avg_buffer_ratio,avg_buffer_underruns,avg_playtime,avg_startup_time,avg_bitrate,bufferRatio,buffer_underruns,playtime,startup_time,betterBitrate,betterBufferRatio,betterBufferUnderruns,betterPlayTime,betterStartupTime,visitsSameDay,user_id
0.0,0.0,82.86111111111111,1.0,3.0,15.654,0.0,82.86111111111111,1.0,3.0,15.654,0.0,0.0,0.0,0.0,0.0,0.0,26701
0.0,0.0,0.0,0.0,53.93333333333333,4.139,0.0,0.0,0.0,106.78333333333333,5.535,0.0,0.0,0.0,0.0,0.0,0.0,212987
0.0,0.7485239999999999,0.7243731877878221,0.015384615384615382,11.68230769230769,3.1051538461538475,0.0,0.0,0.0,2.55,2.156,0.0,0.0,0.0,0.0,0.0,0.0,21757
0.0,1.66979,0.0,0.0,101.36666666666666,3.323,1.66979,0.0,0.0,101.36666666666666,3.323,0.0,0.0,0.0,0.0,0.0,0.0,172105
0.0,1.4723575,163.57832489339017,2.25,2.2666666666666666,6.2515,1.53178,0.0,0.0,1.5166666666666666,4.795,0.0,0.0,0.0,0.0,0.0,0.0,178185
0.0,1.186250611111111,1.4877208245981832,0.2777777777777778,7.9074074074074066,12.529,0.0,0.0,0.0,97.95,8.376,0.0,0.0,0.0,0.0,0.0,0.0,17018
0.0,4.341806666666667,0.0,0.0,49.37777777777777,3.1266666666666665,5.77529,0.0,0.0,145.85,2.295,0.0,0.0,0.0,0.0,0.0,0.0,252465
0.0,1.8543924999999997,0.0,0.0,55.99166666666667,2.47075,1.02441,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208088
0.0,2.282348166666666,0.025608337806405437,0.05555555555555555,38.97407407407407,4.2861666666666665,0.303232,0.0,0.0,0.3,3.385,0.0,0.0,0.0,0.0,0.0,0.0,126799
0.0,1.3771,0.0,0.0,1.2833333333333334,3.092,1.3771,0.0,0.0,1.2833333333333334,3.092,0.0,0.0,0.0,0.0,0.0,0.0,185543
0.0,1.809256563106796,11.687711354462744,0.6310679611650483,23.73608414239483,4.784320388349516,1.57589,0.0,0.0,91.95,3.791,0.0,0.0,0.0,0.0,0.0,0.0,60230
0.0,1.92225,1.8879211175020543,2.0,101.41666666666667,4.187,1.92225,1.8879211175020543,2.0,101.41666666666667,4.187,0.0,0.0,0.0,0.0,0.0,0.0,184055
0.0,1.462,0.0,0.0,66.56666666666666,3.499,1.462,0.0,0.0,55.31666666666667,2.473,0.0,0.0,0.0,0.0,0.0,0.0,246639
0.0,0.0,3.6469230312709837,0.24107142857142852,29.548958333333328,3.9318392857142888,0.0,0.0,0.0,1.7166666666666666,1.417,0.0,0.0,0.0,0.0,0.0,0.0,100274
